,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
2976,Annual Per Capita Poverty Threshold (in Pesos),2006,Rizal,14525.0,Province,Region IV-A, PHP
2977,Annual Per Capita Poverty Threshold (in Pesos),2009,Rizal,18397.0,Province,Region IV-A, PHP
2978,Annual Per Capita Poverty Threshold (in Pesos),2012,Rizal,20306.0,Province,Region IV-A, PHP
2979,Annual Per Capita Poverty Threshold (in Pesos),2015,Rizal,24198.0,Province,Region IV-A, PHP
2980,Poverty Incidence among Families (%),1991,Rizal,,Province,Region IV-A,%
2981,Poverty Incidence among Families (%),2006,Rizal,2.5,Province,Region IV-A,%
2982,Poverty Incidence among Families (%),2009,Rizal,5.8,Province,Region IV-A,%
2983,Poverty Incidence among Families (%),2012,Rizal,5.0,Province,Region IV-A,%
2984,Poverty Incidence among Families (%),2015,Rizal,3.6,Province,Region IV-A,%
2985,Magnitude of Poor Families,1991,Rizal,,Province,Region IV-A, families
2986,Magnitude of Poor Families,2006,Rizal,11576.0,Province,Region IV-A, families
2987,Magnitude of Poor Families,2009,Rizal,30847.0,Province,Region IV-A, families
2988,Magnitude of Poor Families,2012,Rizal,30773.0,Province,Region IV-A, families
2989,Magnitude of Poor Families,2015,Rizal,19469.0,Province,Region IV-A, families
2990,Poverty Incidence among Population (%),1991,Rizal,,Province,Region IV-A,%
2991,Poverty Incidence among Population (%),2006,Rizal,3.3,Province,Region IV-A,%
2992,Poverty Incidence among Population (%),2009,Rizal,8.6,Province,Region IV-A,%
2993,Poverty Incidence among Population (%),2012,Rizal,6.1,Province,Region IV-A,%
2994,Poverty Incidence among Population (%),2015,Rizal,5.4,Province,Region IV-A,%
2995,Magnitude of Poor Population,1991,Rizal,,Province,Region IV-A, people
2996,Magnitude of Poor Population,2006,Rizal,69454.0,Province,Region IV-A, people
2997,Magnitude of Poor Population,2009,Rizal,204528.0,Province,Region IV-A, people
2998,Magnitude of Poor Population,2012,Rizal,159300.0,Province,Region IV-A, people
2999,Magnitude of Poor Population,2015,Rizal,136189.0,Province,Region IV-A, people
3000,Subsistence Incidence among Population (%),1991,Rizal,,Province,Region IV-A,%
3001,Subsistence Incidence among Population (%),2006,Rizal,1.3,Province,Region IV-A,%
3002,Subsistence Incidence among Population (%),2009,Rizal,2.1,Province,Region IV-A,%
3003,Subsistence Incidence among Population (%),2012,Rizal,1.6,Province,Region IV-A,%
3004,Subsistence Incidence among Population (%),2015,Rizal,0.9,Province,Region IV-A,%
3005,Magnitude of Subsistence Poor Population,1991,Rizal,,Province,Region IV-A, people
3006,Magnitude of Subsistence Poor Population,2006,Rizal,28685.0,Province,Region IV-A, people
3007,Magnitude of Subsistence Poor Population,2009,Rizal,50252.0,Province,Region IV-A, people
3008,Magnitude of Subsistence Poor Population,2012,Rizal,42629.0,Province,Region IV-A, people
3009,Magnitude of Subsistence Poor Population,2015,Rizal,23621.0,Province,Region IV-A, people
3010,Annual Per Capita Poverty Threshold (in Pesos),1991,Romblon,,Province,Region IV-B, PHP
3011,Annual Per Capita Poverty Threshold (in Pesos),2006,Romblon,12811.0,Province,Region IV-B, PHP
3012,Annual Per Capita Poverty Threshold (in Pesos),2009,Romblon,15547.0,Province,Region IV-B, PHP
3013,Annual Per Capita Poverty Threshold (in Pesos),2012,Romblon,18464.0,Province,Region IV-B, PHP
3014,Annual Per Capita Poverty Threshold (in Pesos),2015,Romblon,21601.0,Province,Region IV-B, PHP
3015,Poverty Incidence among Families (%),1991,Romblon,,Province,Region IV-B,%
3016,Poverty Incidence among Families (%),2006,Romblon,36.3,Province,Region IV-B,%
3017,Poverty Incidence among Families (%),2009,Romblon,32.6,Province,Region IV-B,%
3018,Poverty Incidence among Families (%),2012,Romblon,30.4,Province,Region IV-B,%
3019,Poverty Incidence among Families (%),2015,Romblon,28.1,Province,Region IV-B,%
3020,Magnitude of Poor Families,1991,Romblon,,Province,Region IV-B, families
3021,Magnitude of Poor Families,2006,Romblon,21481.0,Province,Region IV-B, families
3022,Magnitude of Poor Families,2009,Romblon,20181.0,Province,Region IV-B, families
3023,Magnitude of Poor Families,2012,Romblon,19671.0,Province,Region IV-B, families
3024,Magnitude of Poor Families,2015,Romblon,23457.0,Province,Region IV-B, families
3025,Poverty Incidence among Population (%),1991,Romblon,,Province,Region IV-B,%
3026,Poverty Incidence among Population (%),2006,Romblon,46.1,Province,Region IV-B,%
3027,Poverty Incidence among Population (%),2009,Romblon,41.9,Province,Region IV-B,%
3028,Poverty Incidence among Population (%),2012,Romblon,40.5,Province,Region IV-B,%
3029,Poverty Incidence among Population (%),2015,Romblon,36.6,Province,Region IV-B,%
3030,Magnitude of Poor Population,1991,Romblon,,Province,Region IV-B, people
3031,Magnitude of Poor Population,2006,Romblon,125440.0,Province,Region IV-B, people
3032,Magnitude of Poor Population,2009,Romblon,112382.0,Province,Region IV-B, people
3033,Magnitude of Poor Population,2012,Romblon,104992.0,Province,Region IV-B, people
3034,Magnitude of Poor Population,2015,Romblon,132772.0,Province,Region IV-B, people
3035,Subsistence Incidence among Population (%),1991,Romblon,,Province,Region IV-B,%
3036,Subsistence Incidence among Population (%),2006,Romblon,19.7,Province,Region IV-B,%
3037,Subsistence Incidence among Population (%),2009,Romblon,14.5,Province,Region IV-B,%
3038,Subsistence Incidence among Population (%),2012,Romblon,13.9,Province,Region IV-B,%
3039,Subsistence Incidence among Population (%),2015,Romblon,8.5,Province,Region IV-B,%
3040,Magnitude of Subsistence Poor Population,1991,Romblon,,Province,Region IV-B, people
3041,Magnitude of Subsistence Poor Population,2006,Romblon,53572.0,Province,Region IV-B, people
3042,Magnitude of Subsistence Poor Population,2009,Romblon,38801.0,Province,Region IV-B, people
3043,Magnitude of Subsistence Poor Population,2012,Romblon,36000.0,Province,Region IV-B, people
3044,Magnitude of Subsistence Poor Population,2015,Romblon,30768.0,Province,Region IV-B, people
3045,Annual Per Capita Poverty Threshold (in Pesos),1991,Sarangani,,Province,Region XII, PHP
3046,Annual Per Capita Poverty Threshold (in Pesos),2006,Sarangani,13059.0,Province,Region XII, PHP
3047,Annual Per Capita Poverty Threshold (in Pesos),2009,Sarangani,16053.0,Province,Region XII, PHP
3048,Annual Per Capita Poverty Threshold (in Pesos),2012,Sarangani,18640.0,Province,Region XII, PHP
3049,Annual Per Capita Poverty Threshold (in Pesos),2015,Sarangani,20753.0,Province,Region XII, PHP
3050,Poverty Incidence among Families (%),1991,Sarangani,,Province,Region XII,%
3051,Poverty Incidence among Families (%),2006,Sarangani,41.7,Province,Region XII,%
3052,Poverty Incidence among Families (%),2009,Sarangani,47.5,Province,Region XII,%
3053,Poverty Incidence among Families (%),2012,Sarangani,46.0,Province,Region XII,%
3054,Poverty Incidence among Families (%),2015,Sarangani,47.3,Province,Region XII,%
3055,Magnitude of Poor Families,1991,Sarangani,,Province,Region XII, families
3056,Magnitude of Poor Families,2006,Sarangani,40876.0,Province,Region XII, families
3057,Magnitude of Poor Families,2009,Sarangani,50504.0,Province,Region XII, families
3058,Magnitude of Poor Families,2012,Sarangani,52982.0,Province,Region XII, families
3059,Magnitude of Poor Families,2015,Sarangani,49240.0,Province,Region XII, families
3060,Poverty Incidence among Population (%),1991,Sarangani,,Province,Region XII,%
3061,Poverty Incidence among Population (%),2006,Sarangani,49.0,Province,Region XII,%
3062,Poverty Incidence among Population (%),2009,Sarangani,57.7,Province,Region XII,%
3063,Poverty Incidence among Population (%),2012,Sarangani,53.2,Province,Region XII,%
3064,Poverty Incidence among Population (%),2015,Sarangani,55.2,Province,Region XII,%
3065,Magnitude of Poor Population,1991,Sarangani,,Province,Region XII, people
3066,Magnitude of Poor Population,2006,Sarangani,247674.0,Province,Region XII, people
3067,Magnitude of Poor Population,2009,Sarangani,290151.0,Province,Region XII, people
3068,Magnitude of Poor Population,2012,Sarangani,269112.0,Province,Region XII, people
3069,Magnitude of Poor Population,2015,Sarangani,233164.0,Province,Region XII, people
3070,Subsistence Incidence among Population (%),1991,Sarangani,,Province,Region XII,%
3071,Subsistence Incidence among Population (%),2006,Sarangani,26.1,Province,Region XII,%
3072,Subsistence Incidence among Population (%),2009,Sarangani,27.3,Province,Region XII,%
3073,Subsistence Incidence among Population (%),2012,Sarangani,28.3,Province,Region XII,%
3074,Subsistence Incidence among Population (%),2015,Sarangani,33.4,Province,Region XII,%
3075,Magnitude of Subsistence Poor Population,1991,Sarangani,,Province,Region XII, people
3076,Magnitude of Subsistence Poor Population,2006,Sarangani,131865.0,Province,Region XII, people
3077,Magnitude of Subsistence Poor Population,2009,Sarangani,137057.0,Province,Region XII, people
3078,Magnitude of Subsistence Poor Population,2012,Sarangani,143276.0,Province,Region XII, people
3079,Magnitude of Subsistence Poor Population,2015,Sarangani,140939.0,Province,Region XII, people
3080,Annual Per Capita Poverty Threshold (in Pesos),1991,Siquijor,,Province,Region VII, PHP
3081,Annual Per Capita Poverty Threshold (in Pesos),2006,Siquijor,13971.0,Province,Region VII, PHP
3082,Annual Per Capita Poverty Threshold (in Pesos),2009,Siquijor,16469.0,Province,Region VII, PHP
3083,Annual Per Capita Poverty Threshold (in Pesos),2012,Siquijor,18420.0,Province,Region VII, PHP
3084,Annual Per Capita Poverty Threshold (in Pesos),2015,Siquijor,21675.0,Province,Region VII, PHP
3085,Poverty Incidence among Families (%),1991,Siquijor,,Province,Region VII,%
3086,Poverty Incidence among Families (%),2006,Siquijor,25.6,Province,Region VII,%
3087,Poverty Incidence among Families (%),2009,Siquijor,27.2,Province,Region VII,%
3088,Poverty Incidence among Families (%),2012,Siquijor,24.0,Province,Region VII,%
3089,Poverty Incidence among Families (%),2015,Siquijor,48.9,Province,Region VII,%
3090,Magnitude of Poor Families,1991,Siquijor,,Province,Region VII, families
3091,Magnitude of Poor Families,2006,Siquijor,5027.0,Province,Region VII, families
3092,Magnitude of Poor Families,2009,Siquijor,5676.0,Province,Region VII, families
3093,Magnitude of Poor Families,2012,Siquijor,5319.0,Province,Region VII, families
3094,Magnitude of Poor Families,2015,Siquijor,16866.0,Province,Region VII, families
3095,Poverty Incidence among Population (%),1991,Siquijor,,Province,Region VII,%
3096,Poverty Incidence among Population (%),2006,Siquijor,22.7,Province,Region VII,%
3097,Poverty Incidence among Population (%),2009,Siquijor,31.0,Province,Region VII,%
3098,Poverty Incidence among Population (%),2012,Siquijor,32.6,Province,Region VII,%
3099,Poverty Incidence among Population (%),2015,Siquijor,52.9,Province,Region VII,%
3100,Magnitude of Poor Population,1991,Siquijor,,Province,Region VII, people
3101,Magnitude of Poor Population,2006,Siquijor,19709.0,Province,Region VII, people
3102,Magnitude of Poor Population,2009,Siquijor,23966.0,Province,Region VII, people
3103,Magnitude of Poor Population,2012,Siquijor,27282.0,Province,Region VII, people
3104,Magnitude of Poor Population,2015,Siquijor,78433.0,Province,Region VII, people
3105,Subsistence Incidence among Population (%),1991,Siquijor,,Province,Region VII,%
3106,Subsistence Incidence among Population (%),2006,Siquijor,17.8,Province,Region VII,%
3107,Subsistence Incidence among Population (%),2009,Siquijor,6.2,Province,Region VII,%
3108,Subsistence Incidence among Population (%),2012,Siquijor,13.2,Province,Region VII,%
3109,Subsistence Incidence among Population (%),2015,Siquijor,20.5,Province,Region VII,%
3110,Magnitude of Subsistence Poor Population,1991,Siquijor,,Province,Region VII, people
3111,Magnitude of Subsistence Poor Population,2006,Siquijor,15473.0,Province,Region VII, people
3112,Magnitude of Subsistence Poor Population,2009,Siquijor,4795.0,Province,Region VII, people
3113,Magnitude of Subsistence Poor Population,2012,Siquijor,11084.0,Province,Region VII, people
3114,Magnitude of Subsistence Poor Population,2015,Siquijor,30363.0,Province,Region VII, people
3115,Annual Per Capita Poverty Threshold (in Pesos),1991,Sorsogon,,Province,Region V, PHP
3116,Annual Per Capita Poverty Threshold (in Pesos),2006,Sorsogon,12905.0,Province,Region V, PHP
3117,Annual Per Capita Poverty Threshold (in Pesos),2009,Sorsogon,16484.0,Province,Region V, PHP
3118,Annual Per Capita Poverty Threshold (in Pesos),2012,Sorsogon,17535.0,Province,Region V, PHP
3119,Annual Per Capita Poverty Threshold (in Pesos),2015,Sorsogon,20480.0,Province,Region V, PHP
3120,Poverty Incidence among Families (%),1991,Sorsogon,,Province,Region V,%
3121,Poverty Incidence among Families (%),2006,Sorsogon,31.3,Province,Region V,%
3122,Poverty Incidence among Families (%),2009,Sorsogon,29.8,Province,Region V,%
3123,Poverty Incidence among Families (%),2012,Sorsogon,31.3,Province,Region V,%
3124,Poverty Incidence among Families (%),2015,Sorsogon,31.7,Province,Region V,%
3125,Magnitude of Poor Families,1991,Sorsogon,,Province,Region V, families
3126,Magnitude of Poor Families,2006,Sorsogon,44472.0,Province,Region V, families
3127,Magnitude of Poor Families,2009,Sorsogon,45046.0,Province,Region V, families
3128,Magnitude of Poor Families,2012,Sorsogon,50324.0,Province,Region V, families
3129,Magnitude of Poor Families,2015,Sorsogon,61905.0,Province,Region V, families
3130,Poverty Incidence among Population (%),1991,Sorsogon,,Province,Region V,%
3131,Poverty Incidence among Population (%),2006,Sorsogon,41.2,Province,Region V,%
3132,Poverty Incidence among Population (%),2009,Sorsogon,39.3,Province,Region V,%
3133,Poverty Incidence among Population (%),2012,Sorsogon,40.7,Province,Region V,%
3134,Poverty Incidence among Population (%),2015,Sorsogon,41.3,Province,Region V,%
3135,Magnitude of Poor Population,1991,Sorsogon,,Province,Region V, people
3136,Magnitude of Poor Population,2006,Sorsogon,287944.0,Province,Region V, people
3137,Magnitude of Poor Population,2009,Sorsogon,275808.0,Province,Region V, people
3138,Magnitude of Poor Population,2012,Sorsogon,297931.0,Province,Region V, people
3139,Magnitude of Poor Population,2015,Sorsogon,375178.0,Province,Region V, people
3140,Subsistence Incidence among Population (%),1991,Sorsogon,,Province,Region V,%
3141,Subsistence Incidence among Population (%),2006,Sorsogon,12.8,Province,Region V,%
3142,Subsistence Incidence among Population (%),2009,Sorsogon,12.4,Province,Region V,%
3143,Subsistence Incidence among Population (%),2012,Sorsogon,14.5,Province,Region V,%
3144,Subsistence Incidence among Population (%),2015,Sorsogon,13.6,Province,Region V,%
3145,Magnitude of Subsistence Poor Population,1991,Sorsogon,,Province,Region V, people
3146,Magnitude of Subsistence Poor Population,2006,Sorsogon,89747.0,Province,Region V, people
3147,Magnitude of Subsistence Poor Population,2009,Sorsogon,86843.0,Province,Region V, people
3148,Magnitude of Subsistence Poor Population,2012,Sorsogon,106424.0,Province,Region V, people
3149,Magnitude of Subsistence Poor Population,2015,Sorsogon,123892.0,Province,Region V, people
3150,Annual Per Capita Poverty Threshold (in Pesos),1991,South Cotabato,,Province,Region XII, PHP
3151,Annual Per Capita Poverty Threshold (in Pesos),2006,South Cotabato,13889.0,Province,Region XII, PHP
3152,Annual Per Capita Poverty Threshold (in Pesos),2009,South Cotabato,17141.0,Province,Region XII, PHP
3153,Annual Per Capita Poverty Threshold (in Pesos),2012,South Cotabato,19847.0,Province,Region XII, PHP
